User ID,Predicted User Category,Recommended News Category,Recommended Article
U3269,user_2,Crime,Ex-New York Gov. Eliot Spitzer Investigated For Allegedly Assaulting Woman
U8056,user_2,Crime,Somebody Donated A Cooler Filled With Weed To Goodwill
U5952,user_2,Crime,Woman Says Kids Tried To Carjack Her With Highway Dummy
U6007,user_2,Crime,2 Miami Police Officers Shot In Ambush-Style Attack
U2517,user_2,Crime,2 Michigan Families Claim They Found Nails In Halloween Snickers Bars
U2387,user_3,Entertainment,"The Need For Believable Non-White Characters -- Sidekicks, Included"
U8390,user_2,Crime,"Pissed-Off Woman Threw Urine At Neighbor's Home, Police Say"
U8235,user_1,Tech,People Actually Bought These Awful Things On Amazon's 'Prime Day'
U3996,user_2,Crime,Lawsuit Alleges Officers In Birmingham Schools Sprayed Hundreds Of Students With Chemicals
U6295,user_2,Crime,Videos Capture Moment Gunman Opens Fire At Istanbul Nightclub
U7133,user_1,Tech,"Twitter Kills 'Favorite' Button, Replaces With Heart-Shaped 'Likes'"
U2459,user_3,Entertainment,"Taylor Swift And Ruby Rose Accidentally Took A Video, As We All Have"
U5416,user_3,Entertainment,Chrissy Metz Says She Was Physically Abused By Her Stepfather As A Teen
U2476,user_1,Tech,Facebook Backtracks After Telling Reporter It Suggests Friends Based On Phone Location Data
U7665,user_3,Entertainment,Get Ready For The Second Coming Of Billy Eichner On 'American Horror Story: Cult'
U1236,user_3,Entertainment,World Party on Tour: Long Live Rainbows and Revolutions
U8535,user_3,Entertainment,Charlie Puth Performs 'See You Again' In Honor Of Christina Grimmie
U4928,user_1,Tech,Facebook Is The Enemy Now
U3305,user_2,Crime,Zimmerman Verdict Exposes Deficiencies in U.S. Self-Defense Law
U8987,user_2,Crime,"Los Angeles Party Shooting Kills 3, Wounds A Dozen"
U2815,user_1,Tech,"Armin Van Buuren, Luke Bryan Top List Of Most Dangerous Celebrities Online"
U6418,user_3,Entertainment,Carrie Underwood Went Skydiving And She's Got Epic Photos To Prove It
U8121,user_3,Entertainment,"Dwayne 'The Rock' Johnson's 10-Pound, 7-Meal Diet Is Too Much For A Mere Mortal"
U5263,user_1,Tech,Mark Zuckerberg: Facebook Is Working On A 'Dislike' Button
U8831,user_3,Entertainment,"'Bridget Jones's Baby' Is Worth The Wait, And A Whole Lot Of Fun"
U1493,user_2,Crime,"YouTube Shooter Was 'Upset' With Company, Police Say"
U2455,user_3,Entertainment,"Frank Ocean Drops Visual Album ‘Endless’ On Apple Music, Another Album May Come This Weekend"
U0714,user_3,Entertainment,Miley Cyrus Gets Tattoo Of Dead Dog
U6681,user_1,Tech,How to Cheat the Iron Triangle With Tony Schwartz
U8028,user_1,Tech,Jack Dorsey Named Permanent CEO Of Twitter
U7204,user_2,Crime,Child's Casket Containing Human Organs Found On Pennsylvania Sidewalk
U7097,user_2,Crime,"Queens Man Unaware Of $2 Bail, Spends Nearly 5 Months At Rikers Island"
U3014,user_1,Tech,Navy Will Soon Be Able To Launch Surprise Drone Attacks From The Deep Sea
U4362,user_2,Crime,"S.C. Man Wanted White Supremacists To Kill Black Neighbor, Burn Cross In His Yard: FBI"
U2198,user_1,Tech,German Carmakers Want To Use Drivers' Data To Take On Google Maps
U0814,user_3,Entertainment,The Future of Music Festivals: How Technology Is Shaping a New Era of Experiences
U8472,user_3,Entertainment,'Maze Runner' Star Dylan O'Brien Reportedly Run Over By Car During Filming
U1576,user_1,Tech,Women Who Write About Tech Are Still Being Abused Online
U9541,user_1,Tech,More States Just Dealt A Blow To Uber Drivers Seeking Benefits
U1640,user_2,Crime,"Leah Shipman, Ex-Teacher, Marries North Carolina Student She Was Accused Of Having Sex With"
U1555,user_1,Tech,Self-Driving Uber In Fatal Accident Had 6 Seconds To React Before Crash
U7556,user_3,Entertainment,Bill Maher Lets 'Impish Brit' Milo Yiannopoulos Off Easy
U4202,user_1,Tech,"Smartphones May Actually Be Killing TV, New Nielsen Data Shows"
U4569,user_3,Entertainment,This Woman's 'Orange Is The New Black' Impressions Are Spot On
U6748,user_2,Crime,"Terrifying Photo Shows Robber Pointing Gun In Guard's Face During $300,000 Queens Heist"
U0428,user_3,Entertainment,Nurse Jackie Is at Its Most Dramatic This Season
U7330,user_1,Tech,The New Type Of Happiness Of 2017: Synthetic Happiness
U2754,user_1,Tech,The FBI Could Be Eavesdropping On Your Toaster
U1777,user_3,Entertainment,'Noah' Floats With $15.2 Million On Opening Day
U2967,user_1,Tech,Twitter Is Losing Customers And Its Stock Is Plummeting
U2179,user_2,Crime,"If You’re On The Internet Talking About A Shooting, Remember These Things"
U6041,user_3,Entertainment,Tipsy Kit Harrington: From Throne To Thrown Out Of Manhattan Bar
U1606,user_2,Crime,Parents Charged With Homicide In Starvation Death Of Autistic Son
U3426,user_1,Tech,Genius Hack Shows How To Use Amazon Prime Now To Help The Homeless
U5980,user_1,Tech,Windows 8 Vocabulary Terms You Need To Talk Intelligently About Microsoft's New OS
